probe_id,gene_id
cg06240142,UBB
cg04400540,ATP6V0B
cg00296189,CHRAC1
cg05376141,SUGP2
cg13312403,NCOA2
cg12603658,CYTSB
cg08301102,RAB8A
cg00615892,CHTF8
cg00615892,CIRH1A
cg07640670,GNAT2
cg22204931,ZCCHC6
cg20176706,KIF15
cg20176706,KIAA1143
cg18077244,NME3
cg02375576,ABI2
cg15926004,C1orf133
cg15926004,SERTAD4
cg10976861,HES6
cg18353837,C14orf132
cg07800892,ZNF585B
cg03338682,SOD1
cg25835160,DUS1L
cg06887260,TEC
cg08285383,PPP2R5B
cg09818520,VPS72
cg06352713,CYP2A13
cg16513871,CITED1
cg14954044,FOXO1
cg16572859,PIK3R2
cg22006825,HNRNPUL1
cg05654422,TBCD
cg00363318,ZDHHC15
cg15959911,ZNF750
cg15959911,TBCD
cg16372767,OR51B5
cg15733692,CBLN2
cg12319322,AP1B1
cg21571099,NRD1
cg12853742,LTB4R
cg12853742,LTB4R2
cg12853742,CIDEB
cg08331946,HP09053
cg08331946,MIR548G
cg08331946,CMSS1
cg08596752,MSRA
cg23044176,LRTM1
cg23044176,CACNA2D3
cg27526549,CST7
cg15338778,TSPYL4
cg09485398,GJD3
cg05548190,UIMC1
cg13319197,PHF21A
cg26356249,TCAIM
cg06634862,LNX1
cg14321886,TRPV3
cg14268839,ISLR
cg00845930,PARK7
cg19188182,LOC283392
cg19188182,TRHDE
cg01639032,HSPA1A
cg01639032,HSPA1L
cg24202477,HSP90AA1
cg24202477,WDR20
cg18802758,ALS2
cg05768983,HAUS3
cg27124455,ATP6V0A4
cg20657098,ESF1
cg20657098,C20orf7
cg27288971,ARPC2
cg23537141,ZMIZ1
cg20585645,RHOBTB1
cg01464835,VSTM2B
cg21550016,PAX8
cg21550016,LOC440839
cg21550016,LOC654433
cg04229691,COX4I2
cg05990499,ERBB2IP
cg08638097,HSP90B3P
cg24580185,WDSUB1
cg20498414,RIMS4
cg04354805,ZDHHC18
cg07199354,CREBRF
cg05336156,PHLPP1
cg11986043,C11orf97
cg15348972,CCND2
cg27592035,RBFOX2
cg16059038,TMEM235
cg17617843,C1QTNF3
cg06878730,TSSC4
cg02621571,BLCAP
cg09782344,MIR1908
cg09782344,FADS2
cg09782344,FADS1
cg18992201,DPPA2
cg21746532,SNRPN
cg21746532,SNURF
cg18031852,DPP7
cg22916109,IREB2
cg04060873,DAAM2
cg18399896,TRIM65
cg15125684,NLRP14
cg15125684,ZNF214
cg02282317,AATF
cg23722105,SMCO4
cg26825769,LOC101927849
cg09124190,TGIF1
cg16538604,WHSC2
cg05769334,FAM156A
cg03081597,AMBRA1
cg09229423,MIR24-1
cg09229423,C9orf3
cg01480180,FZD1
cg06106242,SMPD3
cg16908830,ZNRF2
cg01215495,PDE4DIP
cg01215495,NBPF20
cg01215495,NBPF9
cg10103923,ELMO1
cg04447399,SEMA6D
cg05515957,WBP11
cg05515957,C12orf60
cg12073594,ARFGAP1
cg06363918,NACA2
cg17274681,UST
cg06245962,C13orf27
cg11022804,BGN
cg12024969,SH2D3A
cg01088093,SIN3A
cg26575120,RHEB
cg12503867,AMMECR1
cg10366010,ZNF599
cg08345179,C5orf42
cg19005368,PRRG4
cg17352276,SNORD16
cg17352276,RPL4
cg17352276,SNORD18B
cg04509481,CLINT1
cg13474004,ARHGEF10
cg19439768,REPIN1
cg11607004,POR
cg21565627,APOL6
cg23754772,CIDEA
cg27425463,SOX6
cg12074182,EVX2
cg08725962,ARL10
cg01618535,NCRNA00114
cg27409499,C6orf47
cg19097074,LINC01476
cg07762761,ATP6V1C1
cg12943634,ASNSD1
cg15528106,ADGRF5
cg07727867,SYNPO
cg04749667,FAM149B1
cg04749667,ECD
cg17279103,MRPS14
cg18283386,GATA4
cg03211695,LOC101927620
cg03211695,DDHD1
cg03236180,SGMS1
cg03270340,TRIM27
cg05410012,GRIN2C
cg09248007,MKL2
cg18932686,LAGE3
cg12886634,RNF41
cg01202455,HPCAL1
cg25097095,LYRM9
cg12515346,PC
cg11236401,USP1
cg03112382,CDK5R2
cg16840574,VCX2
cg21099470,ZNF518B
cg25734680,ZMYND11
cg13050766,ATG4C
cg02347114,LYG2
cg04944266,NBEA
cg11724430,ZNF423
cg17183414,PADI2
cg25917510,HOXC8
cg22762076,ZNF557
cg14552772,ARFRP1
cg14552772,ZGPAT
cg13111928,IFIT2
cg25407972,CBL
cg01187152,SACS
cg22590062,SMURF2
cg05937737,SLC7A14
cg05595345,ARRDC4
cg14565798,LOC80054
cg14565798,CEBPA
cg19841859,PRMT5
cg01149449,ODZ4
cg01657493,HSPC159
cg13868466,SLC19A2
cg21081878,HLCS
cg17759443,ADAM33
cg04986324,LOC150381
cg04986324,C22orf26
cg02869514,ZNF623
cg04077706,PSG7
cg00646492,GSTO1
cg14725537,PLP1
cg26578621,ARHGAP20
cg27438307,MIR4434
cg27438307,AFTPH
cg06381133,FRS3
cg06381133,PRICKLE4
cg00043379,FGF3
cg21921630,LOC100128071
cg21921630,TSSK3
cg23183144,NAPEPLD
cg15368769,PQLC1
cg09911399,RPS11
cg09911399,SNORD35B
cg20435284,SBNO2
cg11233236,ATG4B
cg11233236,THAP4
cg27074221,MIR495
cg04624413,NKX6-3
cg00068433,ARHGEF19
cg04476286,FAM166A
cg04898035,MTUS1
cg04981166,LOC388796
cg04981166,SNORA71A
cg15996499,LOC100130691
cg15996499,AGPS
cg02824953,BBX
cg22628833,AGTR1
cg10903826,CTBP1
cg12753587,KCNIP4
cg23209990,PDGFRA
cg03252536,AATF
cg08869319,PALLD
cg13542022,SERTAD1
cg25520679,HIC1
cg15151193,PRKCD
cg16094520,SHMT1
cg23661013,HNF1A
cg26777712,PKN2-AS1
cg26777712,PKN2
cg00561025,DNAL4
cg00630583,PXMP2
cg00630583,POLE
cg01452167,PPME1
cg01452167,C2CD3
cg22466317,FAM189B
cg22466317,SCAMP3
cg02053188,VTRNA1-3
cg20342853,JARID2
cg05973866,B3GALT4
cg15739794,RAN
cg00838996,TESPA1
cg14483412,EXD3
cg25224094,FOXB1
cg06639079,C19orf36
cg06639079,MOBKL2A
cg23908269,PANK2
cg05506088,DEC1
cg24580076,C7orf20
cg12351140,ACCN2
cg16789104,SKAP1
cg19808285,RALGAPA2
cg26062981,PICK1
cg11085602,SV2A
cg23034101,TMEM136
cg25402064,TRPM1
cg07924079,CCDC150
cg26391674,ProSAPiP1
cg15576859,FAM46C
cg21208029,STYX
cg03356407,KIAA0513
cg18904891,CLDN23
cg10011062,CATSPER2
cg06875660,CTBS
cg26201815,RAB31
cg02192749,SORT1
cg20276927,TNS3
cg16333874,PARVB
cg01711160,FLRT2
cg18381040,FLG2
cg18381040,FLG-AS1
cg08656326,TLE1
cg04055539,SLC19A3
cg03790522,ANKRD11
cg10892068,APOO
cg10892068,CXorf58
cg17234979,MATN1-AS1
cg17234979,MATN1
cg02565730,COQ6
cg02565730,FAM161B
cg10508359,IL15
cg17747553,FGF1
cg12473282,ZNF438
cg01373705,ADAM17
cg06259438,TMEM56-RWDD3
cg06259438,TMEM56
cg01003959,PFN4
cg01003959,LOC375190
cg01017774,GOLGA4
cg19352059,ZNF436
cg19352059,ZNF436-AS1
cg10769294,CABLES1
cg12625296,ZNHIT1
cg12625296,PLOD3
cg05941890,MMAB
cg05941890,MVK
cg17787710,RAC3
cg17581775,POT1
cg05362677,LINC00163
cg01162064,RELA
cg05054093,DCLK2
cg03625897,BAT2
cg10703826,TBX15
cg06817669,C15orf5
cg06817669,SGK269
cg17279524,MTR
cg20378070,DHX16
cg23903470,GTF2H4
cg14761552,GLS
cg04686412,PSD2
cg00008956,RANBP2
cg08993582,FAM116A
cg04510815,EIF4A1
cg04510815,SNORD10
cg04510815,SNORA67
cg11744144,AOC3
cg05651762,TBL1XR1
cg25898162,MTHFD2L
cg12233379,LOC100132111
cg12233379,C2CD4D
cg09335205,TBC1D1
cg04086771,RBL1
cg06993413,DPP8
cg04467954,VAPA
cg21925310,SULT4A1
cg06757399,HAGH
cg06757399,FAHD1
cg25728025,YME1L1
cg25728025,MASTL
cg14768519,SIRT7
cg14768519,PCYT2
cg09742177,C20orf71
cg13756965,SHANK2
cg14276242,ZNF594
cg24366693,MIOS
cg17775079,JMJD1C
cg17775079,LOC84989
cg09342320,UCHL3
cg15696588,LOX
cg01644979,XPO5
cg01644979,POLH
cg01795621,CTSV
cg15390415,METAP2
cg19328649,GNA13
cg26795850,RBBP5
cg24800426,ARHGAP20
cg26127046,ZFYVE16
cg26471020,MOSPD3
cg00647881,S100A2
cg22485171,CCDC99
cg07940611,SH3BP4
cg15293422,CDC42EP3
cg26168249,ZFYVE20
cg11818303,EPB41L1
cg21799053,RHOBTB2
cg16997807,CDH4
cg11402586,ITGA2
cg25448882,RERE
cg22726380,RBFOX3
cg12159230,TAOK3
cg25379116,PEX19
cg02972105,DDAH1
cg13675837,DGKE
cg26014066,AR
cg12239704,LRCH4
cg12239704,ZASP
cg10127227,IL4R
cg01860774,ZBTB25
cg06628693,PRKACB
cg19737319,MICAL3
cg14430982,CYHR1
cg14430982,KIFC2
cg09367648,P4HTM
cg13306335,PEX10
cg23251359,DGKK
cg11889876,ARMC2
cg21685432,TH1L
cg16434547,SYNE1
cg04054583,CTU2
cg04054583,RNF166
cg06602991,C22orf34
cg18222371,MIR101-1
cg06114748,EPHA6
cg09537792,ANKRD11
cg22813794,STYXL1
cg22813794,MDH2
cg04690482,FAM83B
cg03118854,PNPLA5
cg19521311,F13A1
cg17925542,IDH2
cg13408605,SIRPG
cg15575967,TRIM62
cg00478049,RNF185
cg23834254,CBR4
cg23398781,MIR95
cg23398781,ABLIM2
cg13968999,H2AFZ
cg13968999,LOC256880
cg16739396,ATG4C
cg05490565,SMAD9
cg23647884,NDUFB4
cg20737828,SEPT9
cg03528848,SSU72
cg02763671,TRMT2A
cg02763671,RANBP1
cg10159215,LPPR5
cg01926740,HSPA9
cg02369887,PRKAA1
cg05983372,NID2
cg24625240,RPUSD4
cg24625240,FAM118B
cg10989683,TMEM51
cg10989683,C1orf126
cg17633683,SLC6A18
cg08769852,TMEM167A
cg08769852,XRCC4
cg14085805,ZNF146
cg14085805,ZNF565
cg02192673,NPFFR2
cg13222081,MRPL52
cg15177055,PMS2L11
cg22121237,KCND2
cg02115850,CDT1
cg21330088,APBB2
cg22375720,ZNF643
cg05056823,CNNM3
cg07111415,ZDHHC19
cg03883348,KLC3
cg12318992,SMIM19
cg12318992,SLC20A2
cg21115516,ZNF317
cg10469297,MACROD1
cg10469297,FLRT1
cg02319613,ATIC
cg00232500,FREM1
cg05483851,GLE1
cg05483851,MIR1268A
cg16823698,SGMS1
cg23466054,ZNF43
cg00931692,MIR4434
cg00931692,AFTPH
cg24045810,C14orf1
cg24045810,TTLL5
cg21075829,ESYT3
cg08760796,PTX4
cg20277872,ARF4
cg14047656,FAM126B
cg14047656,NDUFB3
cg12307014,SLC11A2
cg05223212,CAB39L
cg08317207,C20orf12
cg08317207,POLR3F
cg10794058,ALX1
cg00777310,C1orf55
cg08516516,CDO1
cg14614377,BLCAP
cg07659663,CHID1
cg00481499,SPAG16
cg18199666,CHAT
cg13929328,FOXI2
cg22827524,FAM177B
cg00555933,PRDM1
cg07622474,GCSAML
cg21337832,PCYT1B
cg13364903,SCUBE3
cg05214130,SNRNP35
cg03923277,TDG
cg08824649,CLCN6
cg08824649,MTHFR
cg22550512,ETS1
cg20154090,ATP2A3
cg11389172,SLC18A3
cg11389172,CHAT
cg13967977,NFASC
cg00915671,TNNT1
cg10800280,CDKN1A
cg15763497,BID
cg04889106,C6orf145
cg06377912,ZNF837
cg24381339,FAM149A
cg09109074,MYT1L
cg09655957,PIR
cg09655957,FIGF
cg13467783,PRMT2
cg08664652,GOSR1
cg01067724,CCDC102A
cg20750600,TNFAIP8
cg25983108,TAF6
cg25983108,CNPY4
cg18503742,YLPM1
cg15802848,KIFC1
cg27439618,FERMT1
cg02989448,SLC45A1
cg25093320,DUS1L
cg03092603,CSNK1E
cg16198571,RAPGEF6
cg09353563,UACA
cg14546708,DBN1
cg04524851,ZXDB
cg23149582,ARMC12
cg23149582,LOC285847
cg25515091,MAPRE3
cg18721342,PELI1
cg20780811,RANBP17
cg14962032,CASP8
cg07992340,AARS
cg04618494,TRAPPC3
cg02208529,DBN1
cg03303025,COX4NB
cg03303025,COX4I1
cg16844403,WNT1
cg22268449,UBA1
cg11975969,ZNF367
cg27413462,CALCA
cg20857275,TNRC6C
cg20556702,C21orf91
cg08565176,FAM83A
cg05841303,APLP1
cg05979583,CXCR6
cg05979583,FYCO1
cg25418042,DCAF8L2
cg24625171,ALKBH8
cg19424343,OXNAD1
cg19424343,DPH3
cg10657986,DCP1A
cg16256490,MIR383
cg16256490,SGCZ
cg14906944,SAMD4A
cg13467412,MEPCE
cg13467412,ZCWPW1
cg25432637,CA12
cg07814338,KIAA0355
cg04422741,MED12L
cg04422741,P2RY12
cg23601697,PPP1R2
cg05806577,ARNT
cg07588128,JUB
cg08970083,C3orf70
cg27105890,C16orf73
cg10594179,CLDN9
cg05398131,H6PD
cg23667127,WNT5B
cg05573306,AP2M1
cg20543416,MMP25
cg07205807,BCAS1
cg19483568,GCK
cg21092464,APOL4
cg19492498,MBL2
cg01503239,YES1
cg17023455,SORL1
cg18817825,PLEKHA6
cg03004426,AKTIP
cg09449191,MYO9B
cg01740660,ACVR1B
cg06395232,ARHGDIB
cg08910524,C1orf27
cg08910524,MIR548F1
cg09175749,AJAP1
cg25253815,AVPR2
cg25719798,GFOD1
cg25719798,C6orf114
cg27296757,UBA5
cg27296757,ACAD11
cg27296757,NPHP3-ACAD11
cg04928180,LRRC28
cg04928180,TTC23
cg13790426,CLCC1
cg25915131,SSH3
cg04900681,GPR174
cg00767846,SSB
cg22274825,SOX4
cg12675800,TRAPPC6B
cg05962139,RHOU
cg16279948,MNDA
cg05995460,PCGF3
cg27641317,FIGLA
cg09538031,HEATR7B2
cg17667454,KIF6
cg01228603,PRKAB1
cg10767168,SNRPB2
cg25133984,TTYH2
cg09889443,TMEM251
cg09889443,MOAP1
cg10991548,RPH3AL
cg09523472,RAD21
cg19047849,GABPB1-AS1
cg19047849,GABPB1
cg19047849,FLJ10038
cg18829268,SYT1
cg05300414,SNORD36A
cg05300414,RPL7A
cg05300414,SNORD36C
cg05074215,TJP2
cg21598124,PAK4
cg27537591,TRUB1
cg17630771,YAP1
cg15584813,SLC38A4
cg08187779,ZNF706
cg11506189,XRRA1
cg07819154,SETD2
cg07819154,KIF9-AS1
cg18530840,C17orf98
cg07937672,ITGBL1
cg23486725,PI3
cg03292213,PLD6
cg24024511,C7orf71
cg22669260,DCLK2
cg07262585,ME2
cg23801021,PDE2A
cg23205561,GREB1L
cg00965902,SMIM14
cg03762702,HDAC1
cg05364326,INPP5K
cg05364326,LOC100306951
cg11747379,SMIM14
cg06008273,TSPO
cg13183731,OR11G2
cg08996521,CISH
cg19165216,RPLP2
cg19165216,SNORA52
cg16703427,GLTSCR1
cg17303068,SMAD3
cg09396895,OSBPL3
cg02253420,ZNF790
cg06434997,FBXO5
cg17851037,MATN3
cg11354857,KRTAP21-1
cg18661205,PCDHB18
cg16966962,LMOD1
cg26662347,KDM1A
cg05082963,TPST1
cg26602477,C1orf70
cg07455051,ERCC3
cg03682895,CXCR6
cg03682895,FYCO1
cg02205611,DMPK
cg03747251,BDNF
cg03142574,DPYD
cg03511766,CHRM3
cg01736844,ZNF483
cg00227490,TMEM41B
cg03090572,LRRFIP2
cg04250867,RPUSD4
cg04250867,FAM118B
cg05833518,CLCN5
cg19936302,RAP2C
cg19936302,RAP2C-AS1
cg01995884,MLIP-IT1
cg13130696,BAT1
cg13130696,SNORD84
cg16799126,TMEM248
cg02122540,FLJ43860
cg22204640,GDPD5
cg22879458,PCDHB9
cg25798460,OR56A5
cg02176326,PMS2L3
cg00068160,SOX21
cg10597496,PITX3
cg03367349,ST3GAL4
cg26225827,ZAP70
cg24830410,RAB6A
cg18068140,NHLRC1
cg04643437,ATF7IP
cg11895950,KDM6A
cg22529720,LUC7L2
cg11448270,FRK
cg11448270,LOC728402
cg22683308,KIAA1530
cg07639963,ZDHHC17
cg24733637,HOMER3
cg25498541,RPUSD3
cg02016130,SNORA26
cg02016130,KIAA0114
cg11680026,USP35
cg23979569,ELF4
cg03964958,HOXD12
cg18800479,HLX
cg26402421,BZRAP1
cg26402421,BZRAP1-AS1
cg19350839,VKORC1L1
cg01919768,TFR2
cg05499031,CTBP2
cg02212907,FAM104B
cg05220984,IFT122
cg05220984,MBD4
cg07555272,MYH14
cg26778001,LILRB1
cg03563562,PSMA6
cg19890858,TRABD
cg02915692,NCRNA00202
cg24683061,PAIP2
cg05290572,NEDD4L
cg02370551,MED16
cg17669107,ELMOD3
cg17669107,RETSAT
cg03066485,NEURL4
cg21238276,CEP78
cg26724018,TRIM22
cg08156373,PDCL3
cg20026651,CDC25B
cg15355740,GSG1L2
cg02226666,CBLL1
cg04701181,HCCA2
cg04701181,LOC338651
cg04701181,KRTAP5-1
cg08248579,KIF13A
cg15486123,IVL
cg02762546,HDAC11
cg17715173,GSTA3
cg05357137,MPP7
cg17981666,PIH1D1
cg17981666,ALDH16A1
cg09300426,STIP1
cg05492306,ERCC1
cg13975855,HOXB3
cg10952649,GRK7
cg22424108,SLC44A3
cg04706880,EID2B
cg18736736,ALDH3A1
cg24232171,ZCCHC24
cg21293500,LILRA5
cg21293491,CYLD
cg21999269,LAMB4
cg22821026,RAG1AP1
cg22265335,PYCARD-AS1
cg22265335,PYCARD
cg17011650,KATNB1
cg12696666,CCNL1
cg17898196,PP12613
cg17898196,TMEM155
cg13912673,C9orf64
cg09522854,TRPM2
cg08330349,SNX20
cg24041872,GPATCH4
cg07848764,PTEN
cg20392527,KLF11
cg08537418,C1QBP
cg02778694,SEMA4D
cg06218932,ZNF213
cg00562641,OCLN
cg04718492,VTCN1
cg10583647,C22orf23
cg10583647,POLR2F
cg19347782,MICAL2
cg05839875,FYB
cg09940360,TTBK1
cg22933646,EEF1G
cg11786582,PRR11
cg11786582,SKA2
cg00594101,MIR665
cg00594101,MIR337
cg04382783,MS4A5
cg23549061,PAK3
cg10045909,ZNF668
cg07348587,C4orf52
cg03639021,GNB2L1
cg03639021,SNORD95
cg03256821,NPHP4
cg03256821,KCNAB2
cg24337410,SMCO4
cg21165567,HADHB
cg17926234,AHSA2
cg09560043,NAA20
cg04484520,CELSR3
cg12294403,AIP
cg27021514,KIAA0564
cg20023310,ANKRD11
cg23136645,TPO
cg02670096,LOC100268168
cg02670096,RPL26L1
cg26198776,EIF3F
cg22384157,PDRG1
cg18204208,PTGIS
cg19148731,LOXL3
cg00594282,MMP11
cg19422197,RBFOX3
cg14274989,EN1
cg14104856,DLGAP4
cg03884414,GNL2
cg03992022,KATNB1
cg19666904,MARCH7
cg19666904,BAZ2B
cg08741952,ISX
cg16696476,RANGRF
cg16696476,SLC25A35
cg23016101,GABARAPL1
cg04525212,CRIM1
cg03950441,FOXN3
cg16023283,LOC100133469
cg11313136,RALBP1
cg22334171,CRYM
cg12579499,FANCC
cg10649714,MIR639
cg10649714,TECR
cg14252115,RSPH3
cg06901147,GRK1
cg16266850,CCR2
cg10989261,CAMTA1
cg25719092,MGC57346-CRHR1
cg14686207,ACCSL
cg23842386,ENAH
cg23207051,MORF4L2
cg03913924,TM2D2
cg03913924,ADAM9
cg26036626,FBLIM1
cg24683561,PYGO2
cg10291736,FHL3
cg08356130,LOC100507144
cg08356130,CD44
cg05744229,MYH7
cg00316483,MAX
cg21194722,RBM43
cg27427527,LARP6
cg07844659,FOXC2
cg23845206,FAHD2B
cg04025701,RPS14
cg07904865,GPER
cg07904865,C7orf50
cg01404893,CBFA2T3
cg01652244,DPPA5
cg17663125,FAM189A2
cg01553986,C11orf91
cg21225450,MTDH
cg08480367,SRPX
cg12907379,ZIC5
cg09131122,CARD10
cg04470983,ATP2B2
cg04888638,CRYL1
cg06714901,CCDC63
cg12829325,IL10RB
cg00868206,TAB2
cg05715592,PAX9
cg18399959,LINC01227
cg24146269,ATG7
cg12390081,EXOC2
cg20084852,MIR654
cg20084852,MIR376B
cg20084852,MIR376A1
cg20084852,MIR376A2
cg20084852,MIR376C
cg23352722,PHYHIP
cg07363239,MYB
cg11767757,NCRNA00114
cg21786381,GDPD5
cg27222157,RBM14
cg13105904,CBLN3
cg13105904,KHNYN
cg21221948,GGA1
cg01806808,PTK2
cg17839237,TWIST1
cg21864519,RASGRF1
cg14695804,ACSS1
cg00802147,CDKL4
cg03220363,TG
cg03220363,SLA
cg27070458,MIR3960
cg27070458,MIR2861
cg27070458,CDK9
cg01633909,CST4
cg26221280,C20orf199
cg26221280,SNORD12C
cg26221280,ZNFX1
cg08577384,SVIL
cg20898213,EPB41L3
cg19751179,ATP7B
cg19751179,ALG11
cg01172961,CHURC1
cg19294256,ZC3H13
cg23258063,SCYL3
cg05567294,SLC44A2
cg16845486,NELL2
cg04155052,ZNF565
cg10214074,PMEPA1
cg11654838,WAS
cg20546002,COL23A1
cg09359349,ZNF589
cg04962012,CGRRF1
cg26846030,GP6
cg26816312,PLA2G2D
cg02847760,BUB1B
cg22218735,PTTG1IP
cg22481253,HMGA1
cg04789385,ZFP1
cg21653233,SNCA-AS1
cg21653233,SNCA
cg18350866,PLCG1
cg10130718,DMRTB1
cg23627062,LOC285045
cg21226485,MYL12B
cg00077312,EXD3
cg16004738,INF2
cg16760490,TMEM68
cg16760490,TGS1
cg25102343,RNASEN
cg25102343,C5orf22
cg26893854,SGMS1
cg03005293,RORC
cg07052262,GOLGA3
cg15052832,ITFG3
cg19139966,ZNF688
cg01889897,C14orf2
cg01725848,ZNF503-AS1
cg01725848,ZNF503
cg24777065,FBLN5
cg06599250,CAPNS1
cg27046148,KLHL2
cg17368989,ATP6V1C1
cg15811976,ALPK1
cg00517261,SLC6A12
cg14828865,OPHN1
cg01717063,CCDC102A
cg17168630,PLAUR
cg13050981,WDR16
cg13050981,STX8
cg02905198,ATP5G2
ch.8.1247165R,LYN
cg22512085,RIOK2
cg06033738,INSM1
cg20830531,SPATA5
cg20830531,NUDT6
cg14425863,USH1C
cg02801073,TUSC4
cg02801073,CYB561D2
cg16621691,PRR16
cg06256511,ZMIZ2
cg24913115,TMEM165
cg08136893,C7orf10
cg08136893,C7orf11
cg12453748,PRDX5
cg12453748,TRMT112
cg01029685,PCDHA6
cg01029685,PCDHA2
cg01029685,PCDHA1
cg01029685,PCDHA7
cg01029685,PCDHA5
cg01029685,PCDHA9
cg01029685,PCDHA3
cg01029685,PCDHA4
cg01029685,PCDHA8
cg05219593,BMPR1A
cg00911192,MAP3K10
cg14561567,LGR5
cg26930626,BET1
cg06532751,FAM84B
cg08059402,ATP13A3
cg22019679,PAFAH1B3
cg22019679,PRR19
cg18351099,ZNF845
cg25902810,FRAT1
cg24330793,LOC121952
cg15888087,H2AFY
cg08088161,HSPBP1
cg21826815,HRK
cg11764177,RNF207
cg20451603,NXT2
cg00280928,LINC-PINT
cg15212440,SFXN2
cg15212440,ARL3
cg19438469,ORMDL2
cg19438469,SARNP
cg01620569,AK2
cg19066570,TMEM200B
cg14752598,CTNNB1
cg04539834,ADH1A
cg04539834,LOC100507053
cg14519952,ZNF664
cg20950754,SCAP
cg27279652,ITPR2
cg26920757,SH2D3C
cg00682458,SRF
cg26853808,SMYD5
cg06600697,TMEM215
cg05690935,VRK2
cg05709923,SAMM50
cg15805540,PTP4A1
cg12967319,MEG3
cg24270157,IL15
cg05721790,KIAA1199
cg05721790,MIR549
cg01007458,SLC1A6
cg04968233,NAA10
cg04968233,RENBP
cg22317989,TNNT3
cg21285062,CASZ1
cg10231737,MRAP2
cg20461998,IER3IP1
cg07000567,C16orf91
cg04413292,CFAP53
cg04413292,MBD1
cg18819702,SCN2B
cg09188304,CRISPLD2
cg20657843,CDH12
cg12369869,EIF4G1
cg04441267,RNF6
cg24172509,PCDHGA4
cg24172509,PCDHGB5
cg24172509,PCDHGA6
cg24172509,PCDHGA1
cg24172509,PCDHGA8
cg24172509,PCDHGA5
cg24172509,PCDHGB1
cg24172509,PCDHGB4
cg24172509,PCDHGA3
cg24172509,PCDHGA2
cg24172509,PCDHGA7
cg24172509,PCDHGB2
cg24172509,PCDHGB3
cg06715023,ATG10
cg11619602,ARNTL
cg22068512,GATA4
cg06130067,MFSD3
cg06627114,TCF4
cg16618003,JAK1
cg18738581,IL17RE
cg17730484,DTX3
cg14027189,SNORD116-30
cg10996370,INE2
cg27586968,RARA-AS1
cg27586968,RARA
cg10154804,DMXL2
cg07820868,TBX15
cg09052458,GTF2E2
cg11464842,CNNM4
cg10396491,ZHX2
cg05471465,STK32A
cg19120749,BRSK2
cg19421044,DNASE1L1
cg19421044,TAZ
cg14638272,GULP1
cg19997281,MKNK1
cg01088528,PPIL3
cg01088528,NIF3L1
cg03302438,TPM3
cg05894557,PAR-SN
cg05894557,SNORD107
cg08466740,A2BP1
cg09411212,POPDC2
cg05806906,RAB17
cg06354595,ZNF572
cg14989522,ZNF497
cg18723553,GPSM3
cg10405794,MCTP2
cg10853063,CIT
cg09360770,FOXC2
cg14792350,OTUD7B
cg14393502,BLCAP
cg10210919,PTPN11
cg19397707,PLEKHG5
cg21999614,CCDC160
cg09837116,HRNBP3
cg00697979,KIAA1609
cg03804240,PHLDB1
cg04224864,TOR1AIP1
cg27519958,ATF6
cg01056590,CABC1
cg09537107,GRIN2D
cg19839221,CHD3
cg07406359,EMP2
cg03651525,CCDC25
cg04857245,STARD13
cg22247277,SYNGR1
cg23873413,GDF9
cg23873413,UQCRQ
cg24212262,ATP9B
cg06830800,NPC1
cg18052020,GBX2
cg01515427,DMRTB1
cg05233311,TPST1
cg26428889,MET
cg06834240,MAF
cg11735358,WDR77
cg11735358,ATP5F1
cg03857673,EIF1AD
cg03857673,BANF1
cg08674255,CBFA2T3
cg20392934,RTKN2
cg01511828,CCBE1
cg11942603,ANXA4
cg26801125,CRIP1
cg24053070,C21orf34
cg24053070,MIR125B2
cg10810509,LOC401134
cg00028749,BIVM
cg00028749,KDELC1
cg07619683,ESR1
cg03183738,UBE2W
cg08630279,ZNF569
cg23769078,LSM5
cg23769078,AVL9
cg26369833,CA1
cg17756392,CLPP
cg08268848,LINC01412
cg08268848,ZEB2
cg13637213,CYP26B1
cg06689259,STAMBPL1
cg19110725,LINC00111
cg01800262,DIO1
cg14029453,NELF
cg14029453,PNPLA7
cg06192555,GSG1L
cg16505687,GPR137B
cg03649016,ANXA6
cg00925509,CAPZB
cg01236038,SLC8A3
cg13542461,LMO1
cg11123501,GLIS3
cg20583073,S1PR4
cg01666675,ZHX2
cg11740927,LOC643406
cg01879556,SLC37A1
cg24278870,FADS1
cg24278870,FADS2
cg04654261,STK19
cg04654261,DOM3Z
cg18665996,ANO1-AS2
cg10923246,SLC3A2
cg14376782,CDPF1
cg08714407,TP53I3
cg00354381,SLC43A3
cg10604507,IDS
cg21395782,NDUFA13
cg21395782,TSSK6
cg07791997,PPME1
cg07791997,C2CD3
cg02213487,HYOU1
cg12730562,TSPAN18
cg01509451,WHSC1
cg00049047,GDNF
cg22564731,PXN
cg12068124,C19orf26
cg08240978,ZNF484
cg06772449,GBX1
cg01799015,PALM
cg02642370,DECR2
cg02747169,CDR2L
cg09706180,GABPB1
cg09706180,FLJ10038
cg09706180,LOC100129387
cg14973588,GSX1
cg25954220,SNORD115-15
cg25954220,SNORD115-21
cg25954220,SNORD115-26
cg09495620,TMC5
cg13673319,CACYBP
cg02745104,ZFAND2B
cg09408629,TNFAIP3
cg10641368,TRIM41
cg13835518,PPCDC
cg12127757,CYB561D2
cg12127757,NPRL2
cg12198813,KCNQ1DN
cg06852255,PSMB9
cg06852255,TAP1
cg15236080,MIR133A1HG
